query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
18,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years=1082 AND t.production_year<2000 AND t.phonetic_code>12684 AND ci.role_id>1;",2.6839399463256197,8,1.1131875216960907,0,0.0
19,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<1971 AND t.phonetic_code>16805 AND t.series_years<686 AND ci.role_id=2;",209.47141865409571,2494,1.276552677154541,0,0.0
20,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2005 AND t.phonetic_code>13138 AND t.series_years<448 AND ci.role_id=1;",904.0953422387973,70,1.1444836854934692,0,0.0
21,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>1949 AND t.phonetic_code<4840 AND t.series_years>593 AND ci.role_id>1;",143691.1950435016,163419,1.2171566486358643,0,0.0
22,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=13420 AND t.production_year<2009 AND t.series_years>364 AND ci.role_id>4;",1.0,6,1.1401697993278503,0,0.0
23,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<17810 AND t.production_year<2009 AND t.series_years>671 AND ci.role_id>2;",238731.10438732404,284050,1.1371821165084839,0,0.0
24,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>340 AND t.phonetic_code>1758 AND t.production_year<2012 AND ci.role_id=2;",141928.6311289279,148269,1.1286959052085876,0,0.0
25,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>663 AND t.production_year<1998 AND t.phonetic_code<1460 AND ci.role_id>2;",13740.150814033219,11327,1.2736842036247253,0,0.0
26,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>1965 AND t.series_years<294 AND t.phonetic_code>18065 AND ci.role_id>1;",549.5394503885728,17,1.1293701827526093,0,0.0
27,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2007 AND t.series_years>328 AND t.phonetic_code>11932 AND ci.role_id=2;",18819.265106762436,11485,1.126747578382492,0,0.0
28,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<9598 AND t.series_years<545 AND t.production_year=2012 AND ci.role_id=1;",475.90961993764193,112,1.1534467339515686,0,0.0
29,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year=2012 AND t.series_years<249 AND t.phonetic_code>17138 AND ci.role_id>1;",48.625229639638754,10,1.1228732764720917,0,0.0
30,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>1006 AND t.phonetic_code<20390 AND t.production_year<2010 AND ci.role_id=1;",183996.23306246186,169800,1.1265501379966736,0,0.0
31,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<17612 AND t.series_years>704 AND t.production_year<1988 AND ci.role_id<2;",58481.40815503122,43754,1.2694336473941803,0,0.0
32,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>159 AND t.production_year<2012 AND t.phonetic_code<14735 AND ci.role_id>1;",410931.7661211962,396249,1.1719055473804474,0,0.0
33,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<16524 AND t.production_year=2001 AND t.series_years>1228 AND ci.role_id=1;",3773.1170317729266,7500,1.1999830603599548,0,0.0
34,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=5580 AND t.production_year<2003 AND t.series_years>603 AND ci.role_id=2;",5.940218449688035,34,1.1750422418117523,0,0.0
35,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<480 AND t.production_year>2001 AND t.phonetic_code<12968 AND ci.role_id=4;",925.1621004538988,2,1.1976100504398346,0,0.0
36,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2001 AND t.series_years>451 AND t.phonetic_code>15754 AND ci.role_id<2;",34266.28706296012,29507,1.1737719178199768,0,0.0
37,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>426 AND t.production_year>2012 AND t.phonetic_code<348 AND ci.role_id>1;",387.62569947055067,234,1.3291016221046448,0,0.0
38,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2005 AND t.series_years>1145 AND t.phonetic_code>10256 AND ci.role_id>2;",47743.416509014416,90509,1.1604279279708862,0,0.0
39,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>10256 AND t.series_years=523 AND t.production_year<2003 AND ci.role_id=2;",2.089877468439083,14,1.1629089713096619,0,0.0
40,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<20698 AND t.production_year<2010 AND t.series_years>1088 AND ci.role_id=2;",101554.25009016946,104186,1.1694468557834625,0,0.0
41,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<11964 AND t.production_year=2004 AND t.series_years>762 AND ci.role_id=2;",3603.7395279078924,4424,1.1420249938964844,0,0.0
42,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<20345 AND t.production_year>1961 AND t.series_years<579 AND ci.role_id=2;",8284.67554876114,7414,1.0600797832012177,0,0.0
43,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>3486 AND t.production_year<2006 AND t.series_years<690 AND ci.role_id=1;",9868.936035657613,23256,1.2951456010341644,0,0.0
44,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>3222 AND t.series_years>1221 AND t.production_year<2006 AND ci.role_id=1;",84546.99974682563,66742,1.1211596429347992,0,0.0
45,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>298 AND t.series_years<1078 AND t.production_year>2009 AND ci.role_id>1;",29499.393862304092,25,1.198749989271164,0,0.0
46,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<14735 AND t.production_year>1997 AND t.series_years>709 AND ci.role_id=1;",144017.99419564375,98239,1.157604157924652,0,0.0
47,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<6092 AND t.series_years>613 AND t.production_year=2006 AND ci.role_id>1;",7626.426958115154,9232,1.1616423726081848,0,0.0
48,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<11790 AND t.production_year<2002 AND t.series_years>503 AND ci.role_id=1;",91326.8775423583,89134,1.178644597530365,0,0.0
49,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<939 AND t.phonetic_code<11652 AND t.production_year>2002 AND ci.role_id<4;",36676.698709120195,158,1.3973414897918701,0,0.0
50,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2007 AND t.phonetic_code>7311 AND t.series_years=1014 AND ci.role_id>1;",34.754014630712284,53,1.174047589302063,0,0.0
51,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<1993 AND t.phonetic_code>14208 AND t.series_years=214 AND ci.role_id=1;",1.0,2,1.1733286082744598,0,0.0
52,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<1957 AND t.series_years<764 AND t.phonetic_code<2692 AND ci.role_id=1;",398.1459918710204,1287,1.151207834482193,0,0.0
53,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<1008 AND t.phonetic_code>6855 AND t.production_year<2012 AND ci.role_id<2;",33867.33785396099,46789,1.220259815454483,0,0.0
54,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<3900 AND t.production_year<2008 AND t.series_years<235 AND ci.role_id>1;",1041.7005242891846,1165,1.176893711090088,0,0.0
55,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years=1288 AND t.production_year<2006 AND t.phonetic_code<9645 AND ci.role_id>1;",26.9009680960163,35,1.3545341789722443,0,0.0
56,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<910 AND t.phonetic_code=17060 AND t.production_year<2011 AND ci.role_id=1;",1.0,14,1.1868998408317566,0,0.0
57,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>10389 AND t.series_years>524 AND t.production_year>1965 AND ci.role_id>2;",113292.79972816134,208320,1.1500455439090729,0,0.0
58,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years=1291 AND t.phonetic_code<2966 AND t.production_year>1957 AND ci.role_id=1;",1.0,2,1.1300630867481232,0,0.0
59,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<16025 AND t.series_years>303 AND t.production_year>1970 AND ci.role_id>4;",165672.62482372456,165208,1.1624805629253387,0,0.0
60,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2005 AND t.series_years>965 AND t.phonetic_code<10521 AND ci.role_id=2;",40589.28877609429,21189,1.1739358305931091,0,0.0
61,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<129 AND t.phonetic_code>2350 AND t.production_year>1955 AND ci.role_id=2;",374.68448955001685,84,1.3100355863571167,0,0.0
62,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<1988 AND t.phonetic_code>5342 AND t.series_years<881 AND ci.role_id>2;",8268.726932550448,28976,1.1974796652793884,0,0.0
63,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<669 AND t.production_year<1989 AND t.phonetic_code>2367 AND ci.role_id=2;",2496.906319791123,13265,1.2466497719287872,0,0.0
64,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2005 AND t.phonetic_code>1134 AND t.series_years<659 AND ci.role_id>2;",11412.9430249652,17,1.1727139353752136,0,0.0
65,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>17146 AND t.production_year<2009 AND t.series_years<988 AND ci.role_id<2;",4900.706852268028,13961,1.183491200208664,0,0.0
66,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<1048 AND t.phonetic_code>2687 AND t.production_year=1991 AND ci.role_id>1;",1048.9742550393137,6,1.124594360589981,0,0.0
67,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>702 AND t.phonetic_code=10379 AND t.production_year<2004 AND ci.role_id>4;",1.0,22,1.3008639216423035,0,0.0
68,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<1279 AND t.production_year=2001 AND t.phonetic_code>2035 AND ci.role_id>1;",5266.052484991458,2,1.1197887361049652,0,0.0
69,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2012 AND t.series_years>353 AND t.phonetic_code<16651 AND ci.role_id>1;",427503.13963138056,430573,1.126948744058609,0,0.0
70,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>143 AND t.series_years<1103 AND t.production_year<2007 AND ci.role_id=2;",27161.92657006545,56364,1.1320486664772034,0,0.0
71,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<20959 AND t.series_years>466 AND t.production_year=1974 AND ci.role_id=2;",901.8826340493159,1412,1.1570192873477936,0,0.0
72,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<916 AND t.production_year<2010 AND t.phonetic_code>17634 AND ci.role_id>1;",6252.156903696976,11380,1.0972097516059875,0,0.0
73,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year=2007 AND t.phonetic_code>17346 AND t.series_years>699 AND ci.role_id>1;",2984.22117497896,3743,1.2872405350208282,0,0.0
74,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2010 AND t.series_years>592 AND t.phonetic_code>13291 AND ci.role_id>2;",14678.781641086654,17359,1.1372491717338562,0,0.0
75,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<4483 AND t.production_year>1995 AND t.series_years>1273 AND ci.role_id>2;",41207.30011776027,73222,1.124255359172821,0,0.0
76,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>1139 AND t.phonetic_code=5153 AND t.production_year=1993 AND ci.role_id>2;",1.0,4,1.1290833353996277,0,0.0
77,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years=796 AND t.phonetic_code<6497 AND t.production_year<2012 AND ci.role_id>2;",3.749778275428162,4,1.1124834418296814,0,0.0
78,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<619 AND t.production_year>1958 AND t.phonetic_code<5060 AND ci.role_id>1;",10331.211999964371,7505,1.139182597398758,0,0.0
79,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>6981 AND t.series_years>839 AND t.production_year>1958 AND ci.role_id>1;",292522.9736142626,334328,1.2812018394470215,0,0.0
80,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>166 AND t.production_year=2008 AND t.phonetic_code>12296 AND ci.role_id=1;",5038.581321066371,3571,1.1694245040416718,0,0.0
81,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year=1989 AND t.phonetic_code>20591 AND t.series_years>171 AND ci.role_id<4;",136.77231469820885,215,1.1735111474990845,0,0.0
82,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<9841 AND t.production_year<2007 AND t.series_years=1277 AND ci.role_id=1;",20.92881848014951,36,1.1237189173698425,0,0.0
83,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year=2013 AND t.phonetic_code>3326 AND t.series_years>943 AND ci.role_id>1;",9668.867473108594,8723,1.1422894895076752,0,0.0
84,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2010 AND t.series_years=125 AND t.phonetic_code>7340 AND ci.role_id>2;",17.679215736610857,13,1.240599900484085,0,0.0
85,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>14556 AND t.series_years<771 AND t.production_year=1970 AND ci.role_id>1;",57.35288103427836,702,1.3022013008594513,0,0.0
86,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=8988 AND t.production_year<2009 AND t.series_years>1067 AND ci.role_id>4;",1.0,4,1.1612921953201294,0,0.0
87,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<503 AND t.production_year<1993 AND t.phonetic_code=16722 AND ci.role_id>1;",1.0,1,1.1567994952201843,0,0.0
88,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=14682 AND t.production_year<2007 AND t.series_years<836 AND ci.role_id=4;",1.0,2,1.1172890663146973,0,0.0
89,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>12248 AND t.production_year<2011 AND t.series_years<1193 AND ci.role_id=2;",13907.121936499369,27554,1.1694543063640594,0,0.0
90,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>15732 AND t.production_year>1999 AND t.series_years>961 AND ci.role_id>2;",38141.82638904822,74283,1.1943355202674866,0,0.0
91,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<19649 AND t.production_year<2012 AND t.series_years=191 AND ci.role_id=1;",1.0,2,1.2799575924873352,0,0.0
92,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2009 AND t.phonetic_code>14657 AND t.series_years<170 AND ci.role_id=1;",74.54085564074065,30,1.1723563075065613,0,0.0
93,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2006 AND t.series_years=940 AND t.phonetic_code>3431 AND ci.role_id>1;",176.8505875186678,325,1.109529286623001,0,0.0
94,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<16926 AND t.series_years>709 AND t.production_year=2001 AND ci.role_id>1;",10756.893585226793,19760,1.1049546301364899,0,0.0
95,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>11363 AND t.production_year<1970 AND t.series_years>563 AND ci.role_id=1;",9508.442101277655,2198,1.1061616241931915,0,0.0
96,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>1991 AND t.phonetic_code>11315 AND t.series_years<1020 AND ci.role_id<2;",15058.624235789184,228,1.11355260014534,0,0.0
97,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2006 AND t.series_years=969 AND t.phonetic_code>10 AND ci.role_id>2;",29.54931030626527,71,1.2606531381607056,0,0.0
98,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>10435 AND t.series_years>1175 AND t.production_year<2004 AND ci.role_id>1;",61749.92623160618,96783,1.1519268155097961,0,0.0
99,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>1278 AND t.phonetic_code<14648 AND t.production_year<2005 AND ci.role_id>1;",130346.45064149146,92251,1.1737123131752014,0,0.0
100,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<14655 AND t.series_years>559 AND t.production_year=2000 AND ci.role_id>1;",9198.903479878985,13889,1.1548139154911041,0,0.0
101,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<1988 AND t.series_years<1117 AND t.phonetic_code>7219 AND ci.role_id=4;",2263.5630858994136,12281,1.1925660073757172,0,0.0
102,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2012 AND t.phonetic_code<19556 AND t.series_years>805 AND ci.role_id>1;",437346.23684602295,476394,1.1715106666088104,0,0.0
103,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>1101 AND t.production_year>1952 AND t.phonetic_code<1624 AND ci.role_id<2;",22473.346202283636,19772,1.311466097831726,0,0.0
104,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<1987 AND t.series_years>906 AND t.phonetic_code<16808 AND ci.role_id>1;",92923.04987107856,23723,1.1688247323036194,0,0.0
105,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>1974 AND t.phonetic_code>5758 AND t.series_years=940 AND ci.role_id<2;",134.42182556369866,185,1.173853874206543,0,0.0
106,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>1639 AND t.series_years>1245 AND t.production_year<2012 AND ci.role_id=1;",149914.25280607937,113833,1.1978037655353546,0,0.0
107,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>256 AND t.phonetic_code<20514 AND t.production_year=1997 AND ci.role_id>1;",9417.866830141964,15547,1.2121349573135376,0,0.0
108,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<939 AND t.phonetic_code>3469 AND t.production_year<1996 AND ci.role_id>1;",22831.393422915142,66601,1.2209303677082062,0,0.0
109,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>1435 AND t.production_year<1984 AND t.series_years<375 AND ci.role_id=2;",643.3319858628178,3710,1.3543888926506042,0,0.0
110,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>9852 AND t.series_years=895 AND t.production_year<2012 AND ci.role_id=1;",7.701690129942994,10,1.2079216539859772,0,0.0
111,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<12968 AND t.production_year=2013 AND t.series_years>441 AND ci.role_id>2;",7884.796511671763,5762,1.2113042175769806,0,0.0
112,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>7193 AND t.production_year=1963 AND t.series_years>194 AND ci.role_id=2;",412.3714714600032,319,1.1848397552967072,0,0.0
113,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>371 AND t.phonetic_code<294 AND t.production_year<2013 AND ci.role_id>2;",8335.72913716562,7591,1.1971518397331238,0,0.0
114,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year=2004 AND t.series_years>784 AND t.phonetic_code=16806 AND ci.role_id>1;",1.0,16,1.2030638754367828,0,0.0
115,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=11377 AND t.series_years<1190 AND t.production_year<2006 AND ci.role_id<2;",1.0,23,1.340758055448532,0,0.0
116,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2006 AND t.series_years>179 AND t.phonetic_code=14528 AND ci.role_id=1;",1.0,1,1.211073249578476,0,0.0
117,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<585 AND t.production_year>1999 AND t.phonetic_code<16706 AND ci.role_id=1;",8424.343791580968,182,1.1904723942279816,0,0.0
118,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<175 AND t.production_year<1985 AND t.phonetic_code>310 AND ci.role_id=1;",364.84905977530434,2380,1.220107078552246,0,0.0
119,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2011 AND t.phonetic_code<7345 AND t.series_years>1178 AND ci.role_id=1;",8076.210485879475,5402,1.2145452201366425,0,0.0
120,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years=808 AND t.production_year<2009 AND t.phonetic_code>5929 AND ci.role_id>1;",6.0746496114167785,17,1.0953359305858612,0,0.0
121,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<1134 AND t.phonetic_code<8110 AND t.production_year>2008 AND ci.role_id<2;",9841.888175028034,130,1.2625977396965027,0,0.0
122,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>4625 AND t.production_year<2000 AND t.series_years>955 AND ci.role_id>1;",129532.5540554898,124930,1.1211931705474854,0,0.0
