query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
22,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=13420 AND t.production_year<2009 AND t.series_years>364 AND ci.role_id>4;,6",1.0,6,1.154993660748005,0,0.0
23,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<17810 AND t.production_year<2009 AND t.series_years>671 AND ci.role_id>2;,284050",238731.10438732404,284050,1.1749961413443089,0,0.0
24,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>340 AND t.phonetic_code>1758 AND t.production_year<2012 AND ci.role_id=2;,148269",141928.6311289279,148269,7.126891985535622,0,0.0
25,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>663 AND t.production_year<1998 AND t.phonetic_code<1460 AND ci.role_id>2;,11327",13740.150814033219,11327,1.401196699589491,0,0.0
26,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>1965 AND t.series_years<294 AND t.phonetic_code>18065 AND ci.role_id>1;,17",549.5394503885728,17,1.2863860465586185,0,0.0
27,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2007 AND t.series_years>328 AND t.phonetic_code>11932 AND ci.role_id=2;,11485",18819.265106762436,11485,1.4440971426665783,0,0.0
28,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<9598 AND t.series_years<545 AND t.production_year=2012 AND ci.role_id=1;,112",475.90961993764193,112,1.3277488760650158,0,0.0
29,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year=2012 AND t.series_years<249 AND t.phonetic_code>17138 AND ci.role_id>1;,10",48.625229639638754,10,1.4195148833096027,0,0.0
30,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>1006 AND t.phonetic_code<20390 AND t.production_year<2010 AND ci.role_id=1;,169800",183996.23306246186,169800,1.387876458466053,0,0.0
31,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<17612 AND t.series_years>704 AND t.production_year<1988 AND ci.role_id<2;,43754",58481.40815503122,43754,1.422458328306675,0,0.0
32,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>159 AND t.production_year<2012 AND t.phonetic_code<14735 AND ci.role_id>1;,396249",410931.7661211962,396249,1.437647733837366,0,0.0
33,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<16524 AND t.production_year=2001 AND t.series_years>1228 AND ci.role_id=1;,7500",3773.1170317729266,7500,1.45365996286273,0,0.0
34,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=5580 AND t.production_year<2003 AND t.series_years>603 AND ci.role_id=2;,34",5.940218449688035,34,1.2136721052229404,0,0.0
35,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<480 AND t.production_year>2001 AND t.phonetic_code<12968 AND ci.role_id=4;,2",925.1621004538988,2,1.4385799877345562,0,0.0
36,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2001 AND t.series_years>451 AND t.phonetic_code>15754 AND ci.role_id<2;,29507",34266.28706296012,29507,0.8999183773994446,0,0.0
37,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>426 AND t.production_year>2012 AND t.phonetic_code<348 AND ci.role_id>1;,234",387.62569947055067,234,0.8405810222029686,0,0.0
38,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2005 AND t.series_years>1145 AND t.phonetic_code>10256 AND ci.role_id>2;,90509",47743.416509014416,90509,0.985804945230484,0,0.0
39,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>10256 AND t.series_years=523 AND t.production_year<2003 AND ci.role_id=2;,14",2.089877468439083,14,1.4233221299946308,0,0.0
40,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<20698 AND t.production_year<2010 AND t.series_years>1088 AND ci.role_id=2;,104186",101554.25009016946,104186,0.8986410684883595,0,0.0
41,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<11964 AND t.production_year=2004 AND t.series_years>762 AND ci.role_id=2;,4424",3603.7395279078924,4424,0.8756560273468494,0,0.0
42,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<20345 AND t.production_year>1961 AND t.series_years<579 AND ci.role_id=2;,7414",8284.67554876114,7414,1.3085659593343735,0,0.0
43,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>3486 AND t.production_year<2006 AND t.series_years<690 AND ci.role_id=1;,23256",9868.936035657613,23256,1.1937604285776615,0,0.0
44,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>3222 AND t.series_years>1221 AND t.production_year<2006 AND ci.role_id=1;,66742",84546.99974682563,66742,1.1882707476615906,0,0.0
45,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>298 AND t.series_years<1078 AND t.production_year>2009 AND ci.role_id>1;,25",29499.393862304092,25,1.4022919349372387,0,0.0
46,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<14735 AND t.production_year>1997 AND t.series_years>709 AND ci.role_id=1;,98239",144017.99419564375,98239,1.212078146636486,0,0.0
47,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<6092 AND t.series_years>613 AND t.production_year=2006 AND ci.role_id>1;,9232",7626.426958115154,9232,1.289991196244955,0,0.0
48,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<11790 AND t.production_year<2002 AND t.series_years>503 AND ci.role_id=1;,89134",91326.8775423583,89134,1.3084360398352146,0,0.0
49,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<939 AND t.phonetic_code<11652 AND t.production_year>2002 AND ci.role_id<4;,158",36676.698709120195,158,1.2713870964944363,0,0.0
50,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2007 AND t.phonetic_code>7311 AND t.series_years=1014 AND ci.role_id>1;,53",34.754014630712284,53,1.310722902417183,0,0.0
51,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<1993 AND t.phonetic_code>14208 AND t.series_years=214 AND ci.role_id=1;,2",1.0,2,1.3771099038422108,0,0.0
52,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<1957 AND t.series_years<764 AND t.phonetic_code<2692 AND ci.role_id=1;,1287",398.1459918710204,1287,1.174507662653923,0,0.0
53,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<1008 AND t.phonetic_code>6855 AND t.production_year<2012 AND ci.role_id<2;,46789",33867.33785396099,46789,1.1725281365215778,0,0.0
54,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<3900 AND t.production_year<2008 AND t.series_years<235 AND ci.role_id>1;,1165",1041.7005242891846,1165,1.2515131384134293,0,0.0
55,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years=1288 AND t.production_year<2006 AND t.phonetic_code<9645 AND ci.role_id>1;,35",26.9009680960163,35,0.9127766825258732,0,0.0
56,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<910 AND t.phonetic_code=17060 AND t.production_year<2011 AND ci.role_id=1;,14",1.0,14,0.8462122641503811,0,0.0
57,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>10389 AND t.series_years>524 AND t.production_year>1965 AND ci.role_id>2;,208320",113292.79972816134,208320,0.9792102500796318,0,0.0
58,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years=1291 AND t.phonetic_code<2966 AND t.production_year>1957 AND ci.role_id=1;,2",1.0,2,0.8692867122590542,0,0.0
59,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<16025 AND t.series_years>303 AND t.production_year>1970 AND ci.role_id>4;,165208",165672.62482372456,165208,0.9298729710280895,0,0.0
60,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2005 AND t.series_years>965 AND t.phonetic_code<10521 AND ci.role_id=2;,21189",40589.28877609429,21189,1.444356981664896,0,0.0
61,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<129 AND t.phonetic_code>2350 AND t.production_year>1955 AND ci.role_id=2;,84",374.68448955001685,84,1.2224516831338406,0,0.0
62,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<1988 AND t.phonetic_code>5342 AND t.series_years<881 AND ci.role_id>2;,28976",8268.726932550448,28976,1.2027230113744736,0,0.0
63,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<669 AND t.production_year<1989 AND t.phonetic_code>2367 AND ci.role_id=2;,13265",2496.906319791123,13265,1.4665201306343079,0,0.0
64,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2005 AND t.phonetic_code>1134 AND t.series_years<659 AND ci.role_id>2;,17",11412.9430249652,17,1.2248479761183262,0,0.0
65,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>17146 AND t.production_year<2009 AND t.series_years<988 AND ci.role_id<2;,13961",4900.706852268028,13961,1.33818993344903,0,0.0
66,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<1048 AND t.phonetic_code>2687 AND t.production_year=1991 AND ci.role_id>1;,6",1048.9742550393137,6,1.3689170591533184,0,0.0
67,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>702 AND t.phonetic_code=10379 AND t.production_year<2004 AND ci.role_id>4;,22",1.0,22,1.2402497231960297,0,0.0
68,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<1279 AND t.production_year=2001 AND t.phonetic_code>2035 AND ci.role_id>1;,2",5266.052484991458,2,1.4181919395923615,0,0.0
69,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2012 AND t.series_years>353 AND t.phonetic_code<16651 AND ci.role_id>1;,430573",427503.13963138056,430573,1.5911678783595562,0,0.0
70,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>143 AND t.series_years<1103 AND t.production_year<2007 AND ci.role_id=2;,56364",27161.92657006545,56364,1.2694699689745903,0,0.0
71,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<20959 AND t.series_years>466 AND t.production_year=1974 AND ci.role_id=2;,1412",901.8826340493159,1412,1.2768409214913845,0,0.0
72,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<916 AND t.production_year<2010 AND t.phonetic_code>17634 AND ci.role_id>1;,11380",6252.156903696976,11380,1.3766051270067692,0,0.0
73,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year=2007 AND t.phonetic_code>17346 AND t.series_years>699 AND ci.role_id>1;,3743",2984.22117497896,3743,0.8979388512670994,0,0.0
74,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2010 AND t.series_years>592 AND t.phonetic_code>13291 AND ci.role_id>2;,17359",14678.781641086654,17359,0.864432193338871,0,0.0
75,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<4483 AND t.production_year>1995 AND t.series_years>1273 AND ci.role_id>2;,73222",41207.30011776027,73222,1.0432149283587933,0,0.0
76,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>1139 AND t.phonetic_code=5153 AND t.production_year=1993 AND ci.role_id>2;,4",1.0,4,0.8836672641336918,0,0.0
77,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years=796 AND t.phonetic_code<6497 AND t.production_year<2012 AND ci.role_id>2;,4",3.749778275428162,4,0.8882931433618069,0,0.0
78,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<619 AND t.production_year>1958 AND t.phonetic_code<5060 AND ci.role_id>1;,7505",10331.211999964371,7505,1.405252143740654,0,0.0
79,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>6981 AND t.series_years>839 AND t.production_year>1958 AND ci.role_id>1;,334328",292522.9736142626,334328,1.2612720020115376,0,0.0
80,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>166 AND t.production_year=2008 AND t.phonetic_code>12296 AND ci.role_id=1;,3571",5038.581321066371,3571,1.2465282343328,0,0.0
81,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year=1989 AND t.phonetic_code>20591 AND t.series_years>171 AND ci.role_id<4;,215",136.77231469820885,215,1.4514140784740448,0,0.0
82,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<9841 AND t.production_year<2007 AND t.series_years=1277 AND ci.role_id=1;,36",20.92881848014951,36,1.2918408028781414,0,0.0
83,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year=2013 AND t.phonetic_code>3326 AND t.series_years>943 AND ci.role_id>1;,8723",9668.867473108594,8723,1.412469893693924,0,0.0
84,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2010 AND t.series_years=125 AND t.phonetic_code>7340 AND ci.role_id>2;,13",17.679215736610857,13,1.3918690383434296,0,0.0
85,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>14556 AND t.series_years<771 AND t.production_year=1970 AND ci.role_id>1;,702",57.35288103427836,702,1.3225730508565903,0,0.0
86,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=8988 AND t.production_year<2009 AND t.series_years>1067 AND ci.role_id>4;,4",1.0,4,1.3506440445780754,0,0.0
87,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<503 AND t.production_year<1993 AND t.phonetic_code=16722 AND ci.role_id>1;,1",1.0,1,1.501413993537426,0,0.0
88,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=14682 AND t.production_year<2007 AND t.series_years<836 AND ci.role_id=4;,2",1.0,2,1.2010191567242146,0,0.0
89,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>12248 AND t.production_year<2011 AND t.series_years<1193 AND ci.role_id=2;,27554",13907.121936499369,27554,1.21603487059474,0,0.0
90,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>15732 AND t.production_year>1999 AND t.series_years>961 AND ci.role_id>2;,74283",38141.82638904822,74283,0.8515813387930393,0,0.0
91,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<19649 AND t.production_year<2012 AND t.series_years=191 AND ci.role_id=1;,2",1.0,2,0.8045528084039688,0,0.0
92,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2009 AND t.phonetic_code>14657 AND t.series_years<170 AND ci.role_id=1;,30",74.54085564074065,30,0.8337530307471752,0,0.0
93,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2006 AND t.series_years=940 AND t.phonetic_code>3431 AND ci.role_id>1;,325",176.8505875186678,325,0.9351028129458427,0,0.0
94,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<16926 AND t.series_years>709 AND t.production_year=2001 AND ci.role_id>1;,19760",10756.893585226793,19760,0.8250162936747074,0,0.0
95,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>11363 AND t.production_year<1970 AND t.series_years>563 AND ci.role_id=1;,2198",9508.442101277655,2198,0.8206362836062908,0,0.0
96,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>1991 AND t.phonetic_code>11315 AND t.series_years<1020 AND ci.role_id<2;,228",15058.624235789184,228,1.351890154182911,0,0.0
97,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2006 AND t.series_years=969 AND t.phonetic_code>10 AND ci.role_id>2;,71",29.54931030626527,71,1.1849519796669483,0,0.0
98,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>10435 AND t.series_years>1175 AND t.production_year<2004 AND ci.role_id>1;,96783",61749.92623160618,96783,1.2004557065665722,0,0.0
99,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>1278 AND t.phonetic_code<14648 AND t.production_year<2005 AND ci.role_id>1;,92251",130346.45064149146,92251,1.3989969156682491,0,0.0
100,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<14655 AND t.series_years>559 AND t.production_year=2000 AND ci.role_id>1;,13889",9198.903479878985,13889,1.2485459446907043,0,0.0
101,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<1988 AND t.series_years<1117 AND t.phonetic_code>7219 AND ci.role_id=4;,12281",2263.5630858994136,12281,1.3693328946828842,0,0.0
102,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2012 AND t.phonetic_code<19556 AND t.series_years>805 AND ci.role_id>1;,476394",437346.23684602295,476394,1.379532739520073,0,0.0
103,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>1101 AND t.production_year>1952 AND t.phonetic_code<1624 AND ci.role_id<2;,19772",22473.346202283636,19772,1.2704487890005112,0,0.0
104,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<1987 AND t.series_years>906 AND t.phonetic_code<16808 AND ci.role_id>1;,23723",92923.04987107856,23723,1.3379370793700218,0,0.0
105,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>1974 AND t.phonetic_code>5758 AND t.series_years=940 AND ci.role_id<2;,185",134.42182556369866,185,1.5795701183378696,0,0.0
106,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>1639 AND t.series_years>1245 AND t.production_year<2012 AND ci.role_id=1;,113833",149914.25280607937,113833,1.2013190425932407,0,0.0
107,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>256 AND t.phonetic_code<20514 AND t.production_year=1997 AND ci.role_id>1;,15547",9417.866830141964,15547,1.3066702522337437,0,0.0
108,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<939 AND t.phonetic_code>3469 AND t.production_year<1996 AND ci.role_id>1;,66601",22831.393422915142,66601,1.4337287284433842,0,0.0
109,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>1435 AND t.production_year<1984 AND t.series_years<375 AND ci.role_id=2;,3710",643.3319858628178,3710,0.9012529626488686,0,0.0
110,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>9852 AND t.series_years=895 AND t.production_year<2012 AND ci.role_id=1;,10",7.701690129942994,10,0.9813681244850159,0,0.0
111,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<12968 AND t.production_year=2013 AND t.series_years>441 AND ci.role_id>2;,5762",7884.796511671763,5762,1.075472217053175,0,0.0
112,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>7193 AND t.production_year=1963 AND t.series_years>194 AND ci.role_id=2;,319",412.3714714600032,319,0.9780507534742355,0,0.0
113,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years>371 AND t.phonetic_code<294 AND t.production_year<2013 AND ci.role_id>2;,7591",8335.72913716562,7591,0.8813049644231796,0,0.0
114,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year=2004 AND t.series_years>784 AND t.phonetic_code=16806 AND ci.role_id>1;,16",1.0,16,1.4185700565576553,0,0.0
115,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=11377 AND t.series_years<1190 AND t.production_year<2006 AND ci.role_id<2;,23",1.0,23,1.2287232093513012,0,0.0
116,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2006 AND t.series_years>179 AND t.phonetic_code=14528 AND ci.role_id=1;,1",1.0,1,1.2357127852737904,0,0.0
117,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<585 AND t.production_year>1999 AND t.phonetic_code<16706 AND ci.role_id=1;,182",8424.343791580968,182,1.4672349207103252,0,0.0
118,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<175 AND t.production_year<1985 AND t.phonetic_code>310 AND ci.role_id=1;,2380",364.84905977530434,2380,1.224607229232788,0,0.0
119,"SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year>2011 AND t.phonetic_code<7345 AND t.series_years>1178 AND ci.role_id=1;,5402",8076.210485879475,5402,1.3524568639695644,0,0.0
